OnCatchSheet,OnSummarySheet,Date,years,yearday,months,Site.Name,Unique.Name,Nursery,Grid.Reference,Longitude,Latitude,X.coord,Y.coord,Use_row,Sampling,Year0class,Year0AverageFL,TaggingClassO,Year1class,Year1AverageFL,TaggingClass1,Year2class,Year2AverageFL,TaggingClass2,Year3class,Year3AverageFL,TaggingClass3,Year4class,Year4AverageFL,TaggingClass4,Air.Temp,Wind.Direction,Cloud.Condition,Precipitation,Water.Temp,Salinity,Turbidity,Surface,AverageDepth,GearCode,GearType,Net.m,Deep.m,Mesh.mm,CatchMethod,HaulRun,StartTime,EndTime,Duration(Mins),HWTime_1,HWTime_2,LWTime,LWTime_2,HW_1,HW_2,LW,LW_2,NetheldTime,AreaNetted,NetTechnique
0,1,1998/08/18,1998,230,8,2 Bonallack Main River,Bonallack,Helford,SW718260,-5.1916800,50.090180,171800,26000,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,23,NW,2/8,Dry,23,NA,NA,NA,2,LN,Large Net,18.3,1.7,4,Beach Seine,NA,NA,NA,NA,,,,,,,,,NA,650,Hauled
0,1,1998/08/18,1998,230,8,2 Bonallack Main River,Bonallack,Helford,SW718260,-5.1916800,50.090180,171800,26000,1,1,5,5,0,36,15,0,0,NA,0,1,23.3,Yellow,0,NA,0,23,NW,1/8,Dry,23,NA,NA,NA,2,LN,Large Net,18.3,1.7,4,Beach Seine,NA,NA,NA,NA,,,,,,,,,NA,760,Hauled
0,1,1998/08/19,1998,231,8,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,82,5.1,0,1,16,0,0,NA,0,0,NA,0,0,NA,0,23,W,2/8,Dry,22,NA,NA,NA,1,LN,Large Net,18.3,1.7,4,Beach Seine,1,1540,1540,40,NA,1616,1035,,NA,4.8,1.5,,NA,820,Hauled
0,1,1998/08/19,1998,231,8,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,23,W,2/8,Dry,19.5,NA,NA,NA,1.5,LN,Large Net,18.3,1.7,4,Beach Seine,NA,NA,NA,NA,,,,,,,,,NA,270,Hauled
0,1,1998/08/28,1998,240,8,6 Gweek,Gweek,Helford,SW705265,-5.2101247,50.094169,170500,26500,0,1,18,5.8,0,1,16,0,0,NA,0,0,NA,0,0,NA,0,18,E,2/8,Dry,18,NA,NA,NA,0.5,LN,Large Net,18.3,1.7,4,Beach Seine,NA,NA,NA,NA,,,,,,,,,NA,7000,Hauled
0,1,1998/09/14,1998,257,9,17 Entrance of Porth Navas,Entrance of Porth Navas,Helford,SW754269,-5.1419603,50.099634,175400,26900,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,14.5,NW,6/8,Dry,16.5,NA,NA,NA,1.2,LN,Large Net,18.3,1.7,4,Beach Seine,NA,NA,NA,NA,,,,,,,,,NA,1400,Hauled
0,1,1998/09/14,1998,257,9,18 The Bar,The Bar,Helford,SW757269,-5.1377720,50.099748,175700,26900,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,14.5,NW,6/8,Dry,16.5,NA,NA,NA,1.2,LN,Large Net,18.3,1.7,4,Beach Seine,NA,NA,NA,NA,,,,,,,,,NA,660,Hauled
0,1,1998/09/21,1998,264,9,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,1,5.3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,18,ESE,0/8,Dry,20,NA,NA,NA,1,LN,Large Net,18.3,1.7,4,Beach Seine,NA,NA,NA,NA,,,,,,,,,NA,600,Hauled
1,1,1999/05/28,1999,148,5,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,0,NA,0,4,10,0,0,NA,0,0,NA,0,0,NA,0,20,SW,2/8,Dry,18,0,0.3,rippled,0.9,LN,Large Net,18.3,1.8,5,Beach Seine,2,1615,1645,30,,1713,1138,,,4.9,1.1,,NA,430,Hauled
1,0,1999/06/10,1999,161,6,15 Groyne Point,Groyne Point,Helford,SW741262,-5.1596953,50.092855,174100,26200,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,17,N,8/8,Dry,15,NA,NA,NA,2,LN,Large Net,18.3,1.8,5,Beach Seine,1,1615,1615,15,1510,2146,,,4.7,,1.3,,NA,550,Hauled
1,1,1999/06/10,1999,161,6,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,17,N,8/8,Dry,17,NA,NA,NA,0.6,LN,Large Net,18.3,1.8,5,Beach Seine,1,1430,1430,30,NA,1510,915,,,4.7,1.3,,NA,650,Hauled
1,1,1999/06/17,1999,168,6,17 Entrance of Porth Navas,Entrance of Porth Navas,Helford,SW754269,-5.1419603,50.099634,175400,26900,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,18,NW,6/8,Dry,19,NA,NA,NA,1,CN,Combine Net,36.5,1.8,5,Beach Seine,1,1500,NA,NA,855,,1520,,5.1,,0.8,,NA,1100,Hauled
1,0,1999/06/17,1999,168,6,18 The Bar,The Bar,Helford,SW757269,-5.1377720,50.099748,175700,26900,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,18,NW,6/8,Dry,19,NA,NA,NA,1.3,CN,Combine Net,36.5,1.8,5,Beach Seine,1,1400,NA,NA,855,,1520,,5.1,,0.8,,NA,1200,Hauled
1,1,1999/06/24,1999,175,6,2 Bonallack Main River,Bonallack,Helford,SW718260,-5.1916800,50.090180,171800,26000,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,21,E,0/8,Dry,21,NA,NA,NA,1.5,CN,Combine Net,36.5,1.8,5,Beach Seine,2,1320,1450,78,,1513,916,,,4.4,1.7,,NA,2000,Hauled
1,1,1999/06/24,1999,175,6,2 Bonallack Main River,Bonallack,Helford,SW718260,-5.1916800,50.090180,171800,26000,1,1,0,NA,0,8,11,0,0,NA,0,0,NA,0,0,NA,0,21,E,0/8,Dry,22,0,0.3,rippled,1,CN,Combine Net,36.5,1.8,4,Beach Seine,1,1400,NA,NA,,1513,916,,,4.4,1.7,,NA,550,Hauled
0,1,1999/07/02,1999,183,7,15 Groyne Point,Groyne Point,Helford,SW741262,-5.1596953,50.092855,174100,26200,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,19,SSE,8/8,Dry,17,NA,NA,NA,1.5,CN,Combine Net,36.5,1.8,5,Beach Seine,3,1440,1600,72,821,,1440,,4.8,,1.2,,NA,3600,Hauled
0,1,1999/07/08,1999,189,7,4 Bonallack Creek,Bonallack,Helford,SW712260,-5.2000544,50.089950,171800,26000,1,1,0,NA,0,3,10,0,45,20.3,0,0,NA,0,0,NA,0,24,E,1/8,Dry,22,NA,NA,NA,NA,LN,Large Net,18.3,1.8,5,Beach Seine,2,1240,1315,35,,1327,726,,,4.5,1.5,,NA,1000,Hauled
0,1,1999/07/08,1999,189,7,2 Bonallack Main River,Bonallack,Helford,SW718260,-5.1916800,50.090180,171800,26000,1,1,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1,28.3,Orange,23,E,2/8,Dry,21,NA,NA,NA,2,RL,Rod and Line,1.83,NA,NA,Beach Seine,2,1130,1200,78,,1327,726,,,4.5,1.5,,NA,NA,Hauled
1,1,1999/07/16,1999,197,7,12 Merthen,Merthen,Helford,SW723258,-5.1845821,50.088576,172300,25800,1,1,0,NA,0,25,13,0,0,NA,0,0,NA,0,0,NA,0,18,SW,8/8,Dry,20,0.0033,0.25,rippled,0.7,LN,Large Net,18.3,1.8,5,Beach Seine,7,1355,1540,72,838,2050,1505,,5.1,5.5,0.7,,NA,1400,Hauled
0,1,1999/07/19,1999,200,7,19 Bosahan,Bosahan,Helford,SW773264,-5.1151426,50.095860,177300,26400,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,18,SW,8/8,Rain,16,NA,NA,NA,1.5,LN,Large Net,18.3,1.8,5,Beach Seine,2,1655,1730,35,1037,2236,1700,,4.6,4.7,1.5,,NA,1100,Hauled
1,1,1999/08/03,1999,215,8,2 Bonallack Main Channel,Bonallack,Helford,SW718260,-5.1916800,50.090180,171800,26000,1,1,53,4.3,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,20,SW,8/8,Rain,20,0.0002,0.5,rippled,0.5,LN,Large Net,18.3,1.8,5,Beach Seine,5,1510,1615,63,1002,2216,1620,,4.8,4.9,1.2,,NA,1000,Hauled
1,1,1999/08/06,1999,218,8,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,6,4.1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,20,S,8/8,Rain,20,0.0001,0.4,rippled,0.6,LN,Large Net,18.3,1.8,5,Beach Seine,1,1215,1215,15,,1259,648,,,4.4,1.6,,NA,900,Hauled
1,1,1999/08/16,1999,228,8,15 Groyne Point,Groyne Point,Helford,SW741262,-5.1596953,50.092855,174100,26200,0,1,0,NA,0,1,16,0,0,NA,0,0,NA,0,0,NA,0,20,W,3/8,Dry,20,0.0032,0.4,wavelets,1.5,LN,Large Net,18.3,1.8,5,Beach Seine,4,1530,1700,78,920,1551,2123,,4.9,5,1.1,,NA,1300,Hauled
1,1,1999/08/20,1999,232,8,2 Bonallack Main River,Bonallack,Helford,SW718260,-5.1916800,50.090180,171800,26000,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,20,E,7/8,Dry,21,NA,NA,NA,0.6,LN,Large Net,18.3,1.8,5,Beach Seine,4,1130,1240,66,,1157,603,,,4.2,2.1,,NA,1600,Hauled
1,1,1999/08/26,1999,238,8,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,12,6.4,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,20,W,8/8,Dry,21,0.002,0.3,rippled,0.7,LN,Large Net,18.3,1.8,5,Beach Seine,1,1615,1615,15,,1757,1211,,,5.2,1.1,,NA,550,Hauled
1,1,1999/08/31,1999,243,8,12 Merthen,Merthen,Helford,SW723258,-5.1845821,50.088576,172300,25800,1,1,36,7.9,0,1,15,0,0,NA,0,0,NA,0,0,NA,0,24,W,7/8,Dry,21,0.0026,0.4,calm,0.6,LN,Large Net,18.3,1.8,5,Beach Seine,2,1435,1700,135,904,1525,2119,,5.1,5.2,0.9,,NA,3100,Hauled
1,1,1999/09/03,1999,246,9,9 Polpenwith Creek,Entrace Head of Polwheveral Creek,Helford,SW738271,-5.1644157,50.100823,173800,27100,0,1,4,7,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,19,W,8/8,Dry,20,0.0029,0.8,rippled,1,LN,Large Net,18.3,1.8,5,Beach Seine,10,1550,1755,126,1123,2353,1742,,4.6,4.5,1.7,,NA,1700,Hauled
0,1,1999/09/06,1999,249,9,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,24,SW,0/8,Dry,22,NA,NA,NA,0.7,LN,Large Net,18.3,1.8,5,Beach Seine,1,1500,1505,5,,1518,931,,,4.7,1.7,,NA,1030,Hauled
1,1,2000/05/15,2000,136,5,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,0,NA,0,42,11,0,0,NA,0,0,NA,0,0,NA,0,18,SW,2/8,Dry,20,0,0.6,rippled,1,LN,Large Net,18.3,1.7,4,Beach Seine,3,1530,1555,25,1630,,2300,,4.5,,1.2,,NA,420,Hauled
1,1,2000/06/06,2000,158,6,1 Entrance Ruan Creek,Entrance Ruan Creek,Fal,SW855407,-5.0087187,50.227309,185500,40700,1,1,0,NA,0,33,11,0,0,NA,0,0,NA,0,0,NA,0,18,WNW,3/8,Dry,17,0,0.3,wavelets,1,LN,Large Net,18.3,1.8,5,Beach Seine,3,1445,1520,35,840,2110,1530,,4.9,5.2,0.7,,NA,1300,Hauled
1,1,2000/06/12,2000,164,6,2 Bonallack Main River,Bonallack,Helford,SW718260,-5.1916800,50.090180,171800,26000,1,1,0,NA,0,9,12,0,0,NA,0,0,NA,0,0,NA,0,19,SW,8/8,Rain,18,0,0.3,wavelets,1.5,LN,Large Net,18.3,1.7,4,Beach Seine,3,1500,1540,40,,1509,913,2138,,4.5,1.5,1.5,NA,1380,Hauled
1,1,2000/07/21,2000,203,7,1 Entrance Ruan Creek,Entrance Ruan Creek,Fal,SW855407,-5.0087187,50.227309,185500,40700,1,1,0,NA,0,0,NA,0,3,21.8,Yellow,0,NA,0,0,NA,0,23,E,0/8,Dry,24,0.022,0.5,wavelets,1.25,LN,Large Net,18.3,1.8,5,Beach Seine,6,1350,1620,138,904,2110,1519,,4.8,4.9,1.3,,NA,3850,Hauled
0,1,2000/07/25,2000,207,7,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,18,E,8/8,Dry,18,NA,NA,NA,0.2,LN,Large Net,18.3,1.8,5,Beach Seine,1,1205,1205,5,1205,,1829,,4.3,,1.8,,NA,660,Hauled
1,1,2000/07/31,2000,213,7,12 Treymane Creek,Merthen,Helford,SW729259,-5.1762672,50.089704,172900,25900,1,1,0,NA,0,27,15,0,0,NA,0,0,NA,0,0,NA,0,27,SW,6/8,Dry,24,0,0.6,rippled,0.3,LN,Large Net,18.3,1.8,4,Beach Seine,5,1200,1335,81,606,1824,1246,,5.2,5.5,0.6,,NA,594,Hauled
1,1,2000/08/07,2000,220,8,2 Bonallack Main River,Bonallack,Helford,SW718260,-5.1916800,50.090180,171800,26000,1,1,48,4.5,0,19,16,0,0,NA,0,0,NA,0,0,NA,0,24,W,4/8,Dry,26,0,0.3,rippled,1,LN,Large Net,18.3,1.8,4,Beach Seine,8,1605,1855,150,1128,2322,1749,,4.4,4.4,1.7,,NA,NA,Hauled
1,1,2000/08/11,2000,224,8,2 Lamorran,Lamorran,Fal,SW878417,-4.9770780,50.237120,187800,41700,1,1,3,3.6,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,23,S,3/8,Dry,25,0.003,0.6,rippled,0.85,LN,Large Net,18.3,1.8,5,Beach Seine,2,1545,2000,249,1542,,2222,,4.4,,1.8,,NA,6000,Stop Net
1,1,2000/08/29,2000,242,8,2 Lamorran,Lamorran,Fal,SW878417,-4.9770780,50.237120,187800,41700,1,1,0,NA,0,2,16,0,0,NA,0,0,NA,0,0,NA,0,18.5,SSE,7/8,Dry,20,0.0025,0.3,rippled,1,LN,Large Net,18.3,1.8,5,Beach Seine,3,1645,1725,80,,1811,1234,,,5.6,0.6,,NA,1000,Hauled
1,1,2000/09/11,2000,255,9,15 Groyne Point,Groyne Point,Helford,SW741262,-5.1596953,50.092855,174100,26200,0,1,0,NA,0,0,NA,0,2,28.25,Yellow,0,NA,0,0,NA,0,21,W,8/8,Dry,19,0,1,wavelets,1,LN,Large Net,18.3,1.7,4,Beach Seine,5,1030,1215,87,433,1648,1109,,4.6,4.9,1.5,,NA,2400,Hauled
1,1,2001/05/11,2001,131,5,1 Entrance Ruan Creek,Entrance Ruan Creek,Fal,SW855407,-5.0087187,50.227309,185500,40700,1,1,0,NA,0,0,NA,0,2,17.6,0,0,NA,0,0,NA,0,17,E,0/8,Dry,16,0,0.4,rippled,1,RL,Rod and Line,1.83,NA,NA,Rod and Line,1,1500,1615,69,822,2028,1501,,4.9,5,1.2,,NA,NA,Hauled
1,1,2001/05/21,2001,141,5,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,0,NA,0,31,10,0,0,NA,0,0,NA,0,0,NA,0,17,E,6/8,Dry,18,0,0.6,rippled,1,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1630,1630,30,,1714,1123,,,5,1.1,,NA,1190,Hauled
1,1,2001/05/24,2001,144,5,1 Entrance Ruan Creek,Entrance Ruan Creek,Fal,SW855407,-5.0087187,50.227309,185500,40700,1,1,0,NA,0,0,NA,0,2,18,0,0,NA,0,0,NA,0,21,E,0/8,Dry,20,0,0.7,rippled,1,RL,Rod and Line,1.83,NA,NA,Rod and Line,1,1230,1400,78,655,1913,1329,,5.2,5.3,0.8,,NA,NA,Hauled
1,1,2001/06/07,2001,158,6,1 Entrance Ruan Creek,Entrance Ruan Creek,Fal,SW855407,-5.0087187,50.227309,185500,40700,1,1,0,NA,0,0,NA,0,1,18.5,0,0,NA,0,0,NA,0,15,WNW,5/8,Dry,18,0,0.4,wavelets,1.2,LN,Large Net,18.3,1.8,5,Beach Seine,4,1240,1400,72,649,1903,1332,,5.1,5.2,0.9,,NA,2200,Hauled
1,1,2001/06/18,2001,169,6,2 Lamorran,Lamorran,Fal,SW878417,-4.9770780,50.237120,187800,41700,1,1,0,NA,0,0,NA,0,5,19.2,0,0,NA,0,0,NA,0,17,SE,8/8,Dry,19,0,1,rippled,2,CN,Combine Net,34.1,2.8,5,Beach Seine,1,1945,1945,45,1551,,2218,,4.8,,1.5,,NA,NA,Stop Net
1,1,2001/06/18,2001,169,6,2 Lamorran,Lamorran,Fal,SW878417,-4.9770780,50.237120,187800,41700,1,1,0,NA,0,20,9.6,0,0,NA,0,0,NA,0,0,NA,0,17,SE,8/8,Dry,19,0,1,rippled,1,SN,Small Net,9.1,1.7,4,Beach Seine,1,1600,NA,NA,1551,,2218,,4.8,,1.5,,NA,250,Hauled
1,1,2001/07/14,2001,195,7,3 Gorrangorras Creek,Gorrangorras Creek,Fal,SW793345,-5.0919104,50.169348,179300,34500,0,1,0,NA,0,20,14,0,23,22.5,Yellow,20,27.6,Yellow,0,NA,0,17.5,W,6/8,Dry,20,0,1.3,rippled,1.4,CN,Combine Net,34.1,2.8,5,Beach Seine,1,1205,1500,153,1150,,1808,,4.3,,2,,NA,7000,Stop Net
0,1,2001/07/19,2001,200,7,2 Lamorran,Lamorran,Fal,SW878417,-4.9770780,50.237120,187800,41700,1,1,0,NA,0,0,NA,0,0,NA,0,1,27,Yellow,0,NA,0,19,NW,1/8,Dry,21,0,1,rippled,0.5,LN,Large Net,18.3,1.8,5,Beach Seine,1,1710,2015,183,1702,,2342,,5,,1,,NA,3000,Stop Net
1,0,2001/07/31,2001,212,7,2 Lamorran,Lamorran,Fal,SW878417,-4.9770780,50.237120,187800,41700,1,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,22,NW,8/8,Dry,23,NA,NA,NA,0.5,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1535,1915,204,1529,,2209,,4.5,,1.7,,NA,NA,Stop Net
1,1,2001/08/02,2001,214,8,20 Head of Polwheveral Creek,Head of Polwheveral Creek,Helford,SW739284,-5.1637894,50.112535,173900,28400,1,1,1,5,0,31,15,0,0,NA,0,0,NA,0,0,NA,0,22,NW,8/8,Dry,22,0,0.5,rippled,1,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1655,1710,55,,1707,1132,,,4.8,1.5,,NA,1150,Hauled
1,0,2001/08/14,2001,226,8,3 Gorrangorras Creek,Gorrangorras Creek,Fal,SW793345,-5.0919104,50.169348,179300,34500,0,1,14,5.5,0,66,15,0,10,19.2,0,22,26.5,Yellow,0,NA,0,21,SE,3/8,Dry,21,0,1.5,rippled,1.3,CN,Combine Net,38.6,1.8,5,Beach Seine,1,1320,1645,195,1314,,1958,,4.3,,2,,NA,7000,Stop Net
1,1,2001/08/17,2001,229,8,4 Cowlands Creek,Cowlands Creek,Fal,SW830408,-5.0437747,50.227294,183000,40800,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,19,SE,8/8,Dry,19,NA,NA,NA,1,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1605,1605,5,,1645,1057,,,5.1,1.3,,NA,600,Hauled
1,1,2001/08/23,2001,235,8,12 Merthen,Merthen,Helford,SW723258,-5.1845821,50.088576,172300,25800,1,1,1,5,0,12,16,0,0,NA,0,0,NA,0,0,NA,0,22,W,8/8,Dry,23,NA,NA,NA,0.25,CN,Combine Net,27.4,1.8,5,Beach Seine,1,1425,1520,55,923,2135,1545,,5.3,5.4,0.6,,NA,1000,Hauled
1,1,2001/08/30,2001,242,8,4 Cowlands Creek,Cowlands Creek,Fal,SW830408,-5.0437747,50.227294,183000,40800,0,1,0,NA,0,2,16,0,2,21,Yellow,0,NA,0,0,NA,0,19,NW,5/8,Dry,21,0,1,calm,1,LN,Large Net,18.3,1.8,5,Beach Seine,2,1630,1650,20,,1602,1024,,,4.5,1.9,,NA,600,Hauled
